S,C,T,D,y1,y0
0.0,23.794265819722167,1.0,0.0,0.0,0.0
0.0,43.23635274281969,0.0,1.0,0.0,1.0
0.0,76.90113647788031,0.0,1.0,0.0,1.0
1.0,52.07021261875945,0.0,0.0,0.0,0.0
1.0,44.95734437038044,1.0,0.0,0.0,0.0
1.0,32.95321388149205,0.0,1.0,0.0,1.0
0.0,31.5751698980424,1.0,0.0,0.0,0.0
0.0,43.40732457635199,0.0,0.0,0.0,0.0
1.0,55.24613400672947,1.0,0.0,0.0,0.0
1.0,35.99329936943646,1.0,0.0,0.0,0.0
1.0,60.3507459363448,0.0,0.0,0.0,0.0
1.0,-2.2200970607513,0.0,0.0,0.0,0.0
0.0,50.69992170335695,1.0,0.0,0.0,0.0
1.0,49.58829219345272,0.0,0.0,0.0,0.0
0.0,59.32979451479605,0.0,0.0,0.0,0.0
0.0,55.14539712299464,0.0,0.0,1.0,0.0
0.0,75.75993195830246,1.0,1.0,1.0,1.0
1.0,23.428841938693527,0.0,1.0,1.0,1.0
1.0,12.451990210524592,0.0,0.0,0.0,0.0
1.0,30.46244603862589,0.0,1.0,0.0,1.0
1.0,19.150995543338386,0.0,0.0,1.0,0.0
1.0,53.070146036677876,0.0,0.0,0.0,0.0
0.0,60.107293691374984,0.0,1.0,0.0,1.0
0.0,46.678850076957175,0.0,0.0,0.0,0.0
0.0,35.161260432595085,1.0,0.0,0.0,0.0
1.0,53.93447725099945,0.0,0.0,1.0,0.0
1.0,40.85746389155716,0.0,0.0,0.0,0.0
1.0,44.729490236767596,0.0,1.0,0.0,1.0
1.0,73.31566069633932,1.0,1.0,1.0,0.0
0.0,60.748720527191225,0.0,1.0,0.0,1.0
0.0,70.83230927149523,0.0,1.0,0.0,1.0
1.0,38.439511237777836,1.0,1.0,1.0,0.0
1.0,49.125747748675074,0.0,1.0,0.0,1.0
1.0,94.23985954167384,0.0,0.0,0.0,0.0
1.0,60.03618095241773,1.0,0.0,0.0,0.0
1.0,-1.4691968907501334,0.0,1.0,0.0,1.0
1.0,18.68273037242858,1.0,0.0,0.0,0.0
0.0,51.811546982282486,1.0,0.0,0.0,0.0
1.0,68.50101681320254,0.0,0.0,0.0,0.0
0.0,2.4766641311899207,1.0,0.0,0.0,1.0
1.0,74.76527092866331,1.0,0.0,0.0,0.0
0.0,78.80407448105714,0.0,0.0,0.0,0.0
0.0,50.937655028709955,0.0,0.0,0.0,0.0
0.0,32.54334437253905,0.0,0.0,0.0,0.0
0.0,15.671688332966916,1.0,0.0,0.0,1.0
1.0,52.22446575820758,0.0,0.0,1.0,0.0
1.0,61.71289884445227,1.0,0.0,0.0,0.0
0.0,43.983419481428726,1.0,0.0,0.0,1.0
0.0,39.698776327432455,1.0,0.0,0.0,0.0
1.0,84.6672366642305,1.0,0.0,0.0,0.0
1.0,57.6232079942603,0.0,0.0,0.0,0.0
1.0,12.618280069460134,0.0,1.0,0.0,1.0
0.0,22.79176309859327,0.0,1.0,0.0,1.0
1.0,60.17489361341805,0.0,0.0,0.0,0.0
0.0,77.77218697076071,0.0,1.0,0.0,1.0
0.0,13.635794002469076,0.0,0.0,0.0,0.0
0.0,67.53895270895183,0.0,1.0,0.0,1.0
1.0,28.597987352940805,0.0,0.0,0.0,0.0
1.0,69.12352345728073,1.0,0.0,0.0,0.0
1.0,54.41634494508483,0.0,0.0,1.0,0.0
1.0,60.87132532121953,0.0,0.0,1.0,0.0
0.0,49.183911243240445,0.0,0.0,0.0,0.0
1.0,81.89036818723169,1.0,0.0,0.0,0.0
1.0,59.96860952144589,1.0,0.0,0.0,0.0
1.0,49.193522785328845,0.0,1.0,0.0,1.0
1.0,-0.4591757999669852,0.0,1.0,0.0,1.0
0.0,26.943304980722893,0.0,0.0,0.0,0.0
1.0,14.743460287303385,1.0,1.0,1.0,0.0
1.0,80.13982862824106,1.0,0.0,0.0,0.0
1.0,65.08069178736088,1.0,0.0,0.0,0.0
1.0,51.58896116492568,1.0,1.0,1.0,0.0
0.0,44.08920660812928,0.0,1.0,0.0,1.0
0.0,49.09399328655156,1.0,0.0,0.0,1.0
1.0,84.56770719910594,1.0,0.0,0.0,1.0
0.0,63.20259481368289,0.0,0.0,1.0,0.0
1.0,-0.8367684127120754,0.0,1.0,0.0,1.0
0.0,45.29145963061291,0.0,0.0,1.0,0.0
1.0,18.26000512247683,1.0,0.0,0.0,1.0
0.0,38.557104886545666,0.0,1.0,0.0,1.0
0.0,48.590892121702,0.0,0.0,0.0,0.0
1.0,30.840590877004253,0.0,0.0,0.0,0.0
1.0,18.74442049868957,0.0,0.0,1.0,0.0
0.0,53.46819665986883,0.0,0.0,0.0,0.0
1.0,48.93699368625071,1.0,0.0,0.0,1.0
1.0,68.06381280453928,1.0,1.0,1.0,1.0
0.0,65.38603342333026,0.0,1.0,0.0,1.0
0.0,13.845147167121773,0.0,0.0,0.0,0.0
0.0,65.16315341108267,0.0,0.0,0.0,0.0
1.0,54.849096746815675,0.0,0.0,0.0,0.0
0.0,63.355423182446245,0.0,1.0,1.0,1.0
0.0,30.54670759227978,0.0,0.0,0.0,0.0
0.0,51.04930827921239,1.0,0.0,0.0,0.0
1.0,67.92249984397034,1.0,0.0,0.0,1.0
0.0,33.86131473870481,0.0,0.0,0.0,0.0
1.0,50.9053936269418,1.0,0.0,0.0,1.0
1.0,27.855690603379493,1.0,1.0,1.0,0.0
1.0,68.63857674049841,1.0,0.0,0.0,1.0
0.0,64.24444634398115,1.0,0.0,0.0,1.0
1.0,62.444771027132155,0.0,0.0,0.0,0.0
0.0,58.43061701076554,0.0,0.0,0.0,0.0
1.0,59.433499718120316,0.0,1.0,0.0,1.0
1.0,46.706467224416315,1.0,0.0,0.0,0.0
1.0,82.37936111240793,0.0,1.0,0.0,1.0
1.0,63.06915241164162,1.0,0.0,0.0,0.0
1.0,44.46448912571404,0.0,0.0,1.0,0.0
1.0,84.75156283765466,1.0,0.0,0.0,0.0
0.0,72.24582617398643,0.0,1.0,0.0,1.0
0.0,44.44313122976325,0.0,1.0,0.0,1.0
0.0,8.662729594536074,0.0,0.0,0.0,0.0
0.0,34.38322014924028,0.0,0.0,0.0,0.0
1.0,23.63545816293492,0.0,1.0,0.0,1.0
0.0,45.11778139185839,0.0,0.0,1.0,0.0
0.0,69.45061218625916,0.0,1.0,1.0,1.0
1.0,72.18706808475673,0.0,0.0,0.0,0.0
0.0,84.10017355295571,0.0,1.0,0.0,1.0
1.0,25.024311373674916,1.0,0.0,0.0,0.0
1.0,31.64563607649032,1.0,1.0,1.0,0.0
0.0,65.64052213413751,0.0,0.0,0.0,0.0
0.0,58.211596549290164,0.0,1.0,1.0,1.0
0.0,69.44975175074391,0.0,1.0,0.0,1.0
0.0,65.59132858621487,0.0,1.0,0.0,1.0
1.0,77.77225136736125,1.0,0.0,0.0,1.0
1.0,61.186459054510756,1.0,0.0,0.0,1.0
0.0,52.341272452017776,0.0,1.0,0.0,1.0
1.0,31.414515052643416,0.0,0.0,1.0,0.0
0.0,30.718546070768657,1.0,0.0,0.0,0.0
1.0,97.13004362464844,0.0,0.0,0.0,0.0
0.0,70.28383889847585,0.0,1.0,0.0,1.0
0.0,71.11447797677724,0.0,1.0,0.0,1.0
0.0,75.85584102952927,0.0,1.0,1.0,1.0
1.0,44.62726481602104,0.0,0.0,0.0,0.0
1.0,61.146152140803984,0.0,0.0,0.0,0.0
0.0,41.66466765950747,0.0,0.0,0.0,0.0
1.0,48.30259679271319,1.0,0.0,0.0,0.0
0.0,54.14255703503722,1.0,0.0,0.0,0.0
1.0,70.15211363319895,1.0,0.0,0.0,0.0
0.0,14.955986874606538,1.0,1.0,1.0,1.0
0.0,51.00363002116053,1.0,0.0,0.0,0.0
1.0,54.682365706460914,0.0,0.0,0.0,0.0
0.0,39.005578449004624,0.0,1.0,0.0,1.0
1.0,79.65156126270979,0.0,0.0,0.0,0.0
0.0,37.81129278574895,0.0,0.0,0.0,0.0
0.0,41.20318935039578,1.0,1.0,1.0,1.0
0.0,76.72559868745168,1.0,1.0,1.0,1.0
0.0,54.138230965430296,0.0,1.0,0.0,1.0
1.0,74.24589790874639,0.0,0.0,0.0,0.0
0.0,19.456375939324865,1.0,1.0,1.0,0.0
0.0,32.41465276369708,0.0,0.0,0.0,0.0
1.0,53.270324552102814,0.0,1.0,0.0,1.0
1.0,63.33438619477678,1.0,0.0,0.0,1.0
1.0,29.97940947000955,0.0,0.0,0.0,0.0
1.0,54.75559305081533,0.0,1.0,0.0,1.0
1.0,52.901531679817595,0.0,0.0,0.0,0.0
0.0,36.407512025964365,1.0,0.0,0.0,1.0
1.0,34.20183023945387,0.0,1.0,0.0,1.0
1.0,21.471154512714175,0.0,1.0,0.0,1.0
0.0,85.41715714554286,0.0,1.0,1.0,1.0
1.0,41.852725120759644,0.0,1.0,0.0,1.0
0.0,46.46562379744997,0.0,0.0,0.0,0.0
0.0,59.565296425003844,0.0,1.0,1.0,1.0
0.0,67.17952079553706,0.0,1.0,1.0,1.0
1.0,53.417455409011744,0.0,1.0,1.0,1.0
1.0,33.07974899225171,0.0,0.0,0.0,0.0
0.0,69.97780579066443,0.0,1.0,0.0,1.0
1.0,70.317661729662,0.0,0.0,0.0,0.0
0.0,79.45488419577582,0.0,0.0,0.0,0.0
1.0,64.6856662973004,0.0,1.0,0.0,1.0
1.0,31.8283675976119,0.0,0.0,0.0,0.0
0.0,52.91003454712437,1.0,0.0,0.0,0.0
0.0,54.39585706694638,0.0,1.0,0.0,1.0
1.0,32.637686476656825,1.0,0.0,0.0,0.0
1.0,50.90308777385118,0.0,1.0,1.0,1.0
1.0,35.89480174010866,0.0,0.0,1.0,0.0
1.0,62.651457386445635,0.0,1.0,0.0,1.0
0.0,19.9173154739685,0.0,0.0,0.0,0.0
0.0,71.87196890404226,0.0,1.0,0.0,1.0
1.0,65.36592566753892,1.0,0.0,0.0,0.0
1.0,48.969115398263334,0.0,0.0,0.0,0.0
0.0,66.6677952422465,0.0,1.0,1.0,1.0
0.0,51.07834356503759,1.0,0.0,0.0,0.0
0.0,54.503859972284815,0.0,0.0,0.0,0.0
1.0,14.910721247595859,0.0,1.0,0.0,1.0
1.0,55.934427967987716,0.0,0.0,0.0,0.0
0.0,25.07989649988596,0.0,1.0,0.0,1.0
0.0,47.8295000263178,1.0,0.0,0.0,0.0
1.0,51.63608524993002,1.0,0.0,0.0,1.0
1.0,58.80534332862189,0.0,1.0,0.0,1.0
0.0,82.94491598478754,1.0,1.0,1.0,1.0
1.0,66.26128219687828,0.0,0.0,0.0,0.0
1.0,55.13079156837226,0.0,0.0,1.0,0.0
0.0,76.4513645458577,0.0,1.0,1.0,1.0
0.0,66.6597895956861,0.0,1.0,0.0,1.0
0.0,35.332897786245994,0.0,1.0,0.0,1.0
1.0,47.428205018232376,0.0,1.0,0.0,1.0
1.0,74.65891153870963,1.0,0.0,0.0,0.0
1.0,18.72433398601553,1.0,0.0,0.0,0.0
1.0,-2.259793055811336,0.0,1.0,0.0,1.0
1.0,53.93641903970715,0.0,1.0,0.0,1.0
1.0,59.5516680039923,0.0,0.0,0.0,0.0
0.0,70.03302266544841,0.0,1.0,1.0,1.0
0.0,23.119927889049954,0.0,0.0,0.0,0.0
0.0,32.949640349398734,1.0,0.0,0.0,1.0
1.0,33.545653229855795,0.0,0.0,0.0,0.0
0.0,66.74012212136499,0.0,1.0,1.0,1.0
0.0,49.85694009018768,1.0,0.0,0.0,0.0
0.0,56.08064133539364,0.0,0.0,0.0,0.0
0.0,69.33841291039147,0.0,1.0,1.0,1.0
1.0,35.99966293588652,1.0,0.0,0.0,1.0
0.0,58.225299635050696,0.0,0.0,0.0,0.0
1.0,48.88633579118988,0.0,0.0,0.0,0.0
1.0,64.10479799837029,1.0,0.0,0.0,0.0
0.0,64.87180514226705,0.0,1.0,1.0,1.0
1.0,29.798658039601623,1.0,0.0,0.0,1.0
1.0,58.83914484496441,0.0,0.0,0.0,0.0
0.0,88.19364162267915,0.0,1.0,0.0,1.0
0.0,79.14940502436244,0.0,1.0,0.0,1.0
0.0,63.73173202947852,0.0,1.0,0.0,1.0
0.0,48.633709627110676,0.0,0.0,0.0,0.0
0.0,9.883308982454786,1.0,0.0,0.0,1.0
1.0,60.647688620480366,0.0,1.0,0.0,1.0
0.0,64.18207619360727,0.0,1.0,0.0,1.0
1.0,40.60759739381198,0.0,1.0,0.0,1.0
1.0,13.044360490955796,0.0,1.0,0.0,1.0
0.0,66.26391914971286,0.0,1.0,0.0,1.0
1.0,59.73265105796942,1.0,0.0,0.0,0.0
0.0,6.656724206927358,0.0,1.0,0.0,1.0
1.0,52.98635773282042,0.0,0.0,0.0,0.0
1.0,47.198413263215535,0.0,0.0,0.0,0.0
1.0,43.96169773224135,0.0,0.0,0.0,0.0
0.0,53.306010747752595,1.0,1.0,1.0,0.0
0.0,45.546980241748926,0.0,0.0,0.0,0.0
1.0,79.38025481713251,0.0,0.0,0.0,0.0
1.0,34.76482167849625,0.0,0.0,1.0,0.0
0.0,22.74455584156179,0.0,1.0,0.0,1.0
0.0,61.68618641877144,0.0,1.0,0.0,1.0
0.0,60.349718699494105,0.0,1.0,1.0,1.0
1.0,56.62530928491152,1.0,0.0,0.0,0.0
1.0,2.5806110018319828,1.0,0.0,0.0,0.0
1.0,60.003903202197584,1.0,0.0,0.0,1.0
1.0,31.88075815642765,0.0,0.0,0.0,0.0
0.0,24.342134480253662,1.0,0.0,0.0,0.0
1.0,43.56791666155349,0.0,0.0,0.0,0.0
1.0,34.40099550830975,0.0,1.0,1.0,1.0
0.0,35.56877018933814,0.0,0.0,0.0,0.0
0.0,32.83074620501431,0.0,1.0,1.0,1.0
1.0,23.240813479736254,0.0,0.0,0.0,0.0
1.0,62.79063831464311,1.0,0.0,0.0,0.0
0.0,52.12711111026407,0.0,0.0,0.0,0.0
1.0,49.04942836857024,0.0,0.0,1.0,0.0
1.0,57.92795784486978,1.0,0.0,0.0,0.0
0.0,38.04310182353966,1.0,0.0,0.0,0.0
0.0,46.53662309301671,0.0,1.0,0.0,1.0
0.0,62.272676120488306,0.0,0.0,0.0,0.0
0.0,58.12308158977089,0.0,1.0,0.0,1.0
1.0,81.28544470842918,1.0,0.0,0.0,1.0
0.0,33.35277539246185,0.0,0.0,0.0,0.0
1.0,43.277126259709576,0.0,0.0,0.0,0.0
1.0,61.98928257269543,0.0,0.0,0.0,0.0
0.0,44.18880998547491,1.0,0.0,0.0,0.0
0.0,54.67587224240037,0.0,0.0,0.0,0.0
1.0,63.844928638165015,0.0,0.0,0.0,0.0
1.0,75.40863208005871,0.0,0.0,0.0,0.0
1.0,46.124189549646985,0.0,0.0,0.0,0.0
0.0,71.10218973402908,0.0,1.0,0.0,1.0
0.0,41.47377966628899,0.0,1.0,0.0,1.0
0.0,49.59336157264597,0.0,0.0,0.0,0.0
0.0,76.71643989203872,1.0,0.0,0.0,1.0
1.0,64.49345685484153,1.0,0.0,0.0,0.0
0.0,46.58608351920417,0.0,1.0,0.0,1.0
1.0,70.2205749601474,0.0,0.0,0.0,0.0
1.0,19.496565478132716,1.0,0.0,0.0,0.0
1.0,-6.727900145478252,1.0,1.0,1.0,1.0
1.0,26.339440654962054,0.0,1.0,1.0,1.0
0.0,61.21628553140304,0.0,1.0,0.0,1.0
0.0,41.27995140401981,1.0,0.0,0.0,0.0
1.0,25.187025397457617,0.0,0.0,0.0,0.0
1.0,63.522841164912585,0.0,0.0,0.0,0.0
1.0,61.633700116618584,0.0,0.0,0.0,0.0
0.0,66.66515108433603,0.0,1.0,1.0,1.0
1.0,27.942925430895137,0.0,0.0,0.0,0.0
0.0,68.56898341708893,0.0,1.0,0.0,1.0
0.0,60.4896804872323,0.0,1.0,0.0,1.0
0.0,44.49292277252588,0.0,0.0,0.0,0.0
0.0,76.61778735644668,0.0,1.0,1.0,1.0
1.0,32.4266516187497,0.0,0.0,0.0,0.0
0.0,68.80825490532504,0.0,0.0,1.0,0.0
1.0,45.36206215914429,0.0,1.0,0.0,1.0
1.0,55.674981213169985,0.0,0.0,0.0,0.0
0.0,34.557046569576826,1.0,0.0,0.0,0.0
1.0,58.20988219061919,1.0,0.0,0.0,0.0
1.0,29.691675937653976,0.0,1.0,0.0,1.0
1.0,68.66659525906363,0.0,0.0,0.0,0.0
0.0,71.69374828885316,1.0,1.0,1.0,1.0
1.0,77.2288973137848,0.0,0.0,0.0,0.0
1.0,70.24497095730018,0.0,0.0,0.0,0.0
0.0,95.52635001106329,0.0,0.0,1.0,0.0
0.0,37.88102078933572,1.0,0.0,0.0,1.0
1.0,48.09798205446549,1.0,1.0,1.0,1.0
1.0,35.796946303266964,1.0,0.0,0.0,0.0
0.0,57.84307606261001,0.0,0.0,1.0,0.0
0.0,50.74027691307535,0.0,0.0,0.0,0.0
0.0,-0.10476716755355397,1.0,0.0,0.0,0.0
0.0,47.62563077235202,1.0,1.0,1.0,0.0
1.0,57.71124250033246,1.0,0.0,0.0,0.0
0.0,67.05295451160875,0.0,1.0,0.0,1.0
0.0,27.932913381115398,0.0,0.0,0.0,0.0
1.0,33.14437287026869,1.0,0.0,0.0,0.0
1.0,44.100193764260844,0.0,1.0,0.0,1.0
1.0,62.201521673713586,1.0,1.0,1.0,0.0
1.0,49.51710202234165,1.0,0.0,0.0,0.0
0.0,68.73485794951833,0.0,1.0,1.0,1.0
0.0,14.857686344309165,0.0,1.0,0.0,1.0
1.0,45.71459271902927,0.0,1.0,0.0,1.0
0.0,68.76440893739492,0.0,1.0,0.0,1.0
1.0,48.43400883456116,0.0,1.0,0.0,1.0
1.0,34.85303188826395,1.0,0.0,0.0,0.0
0.0,64.09559425517318,0.0,0.0,1.0,0.0
1.0,34.691912223437186,0.0,0.0,0.0,0.0
1.0,46.580351147106754,0.0,1.0,0.0,1.0
1.0,77.5292146683638,0.0,0.0,0.0,0.0
1.0,81.55055004463907,1.0,0.0,0.0,1.0
1.0,65.75265150107377,1.0,0.0,0.0,0.0
0.0,52.607433293697525,1.0,0.0,0.0,0.0
1.0,56.28985845576447,0.0,0.0,0.0,0.0
1.0,28.0685403184088,1.0,0.0,0.0,0.0
0.0,49.931894832703016,0.0,0.0,0.0,0.0
0.0,61.142439125823685,0.0,1.0,0.0,1.0
0.0,16.38662073116498,0.0,1.0,0.0,1.0
0.0,39.50198181711954,0.0,1.0,0.0,1.0
1.0,97.1719556036484,1.0,0.0,0.0,0.0
0.0,19.827501677881298,1.0,0.0,0.0,1.0
0.0,51.22186350404517,0.0,1.0,0.0,1.0
0.0,52.65675388691901,1.0,0.0,0.0,1.0
0.0,63.02800988944861,0.0,1.0,1.0,1.0
1.0,62.449744132517054,1.0,0.0,0.0,0.0
1.0,69.31409606213415,1.0,0.0,0.0,0.0
0.0,29.881123116701783,0.0,1.0,0.0,1.0
1.0,105.86148810741733,1.0,0.0,0.0,0.0
1.0,41.538379868188514,1.0,0.0,0.0,1.0
0.0,85.61799323200924,1.0,0.0,0.0,1.0
0.0,46.07954085652164,0.0,0.0,0.0,0.0
1.0,70.94739302485097,0.0,0.0,0.0,0.0
1.0,53.05080313917236,0.0,0.0,0.0,0.0
1.0,42.81086020829804,0.0,0.0,0.0,0.0
0.0,42.256300429160525,0.0,1.0,0.0,1.0
0.0,46.77998792865785,0.0,0.0,0.0,0.0
0.0,72.55760377349812,0.0,0.0,0.0,0.0
1.0,49.25033580587229,0.0,1.0,0.0,1.0
0.0,53.141515444667554,1.0,0.0,0.0,0.0
1.0,74.83140366423702,0.0,0.0,0.0,0.0
1.0,54.12230440931421,1.0,0.0,0.0,0.0
0.0,47.73656534451396,0.0,0.0,0.0,0.0
0.0,59.2378400293998,1.0,0.0,0.0,1.0
1.0,7.567108269518542,0.0,0.0,1.0,0.0
1.0,59.688641301640814,1.0,0.0,0.0,0.0
1.0,32.09915106116413,0.0,0.0,0.0,0.0
1.0,58.309810865762806,1.0,0.0,0.0,0.0
1.0,56.086422616676,0.0,0.0,0.0,0.0
1.0,40.2798594485436,0.0,0.0,0.0,0.0
0.0,45.28682538664995,0.0,0.0,0.0,0.0
1.0,45.99807661947735,0.0,0.0,0.0,0.0
1.0,55.055869682152576,0.0,0.0,1.0,0.0
0.0,58.46813619746559,0.0,1.0,1.0,1.0
0.0,50.42087388157348,0.0,0.0,0.0,0.0
1.0,53.83273714094098,0.0,0.0,0.0,0.0
0.0,57.467097185461185,0.0,1.0,1.0,1.0
0.0,52.58573991704607,0.0,1.0,0.0,1.0
1.0,63.87140538940349,0.0,0.0,0.0,0.0
0.0,50.165710439352445,1.0,0.0,0.0,0.0
1.0,75.5201683128383,1.0,0.0,0.0,1.0
0.0,38.51113169321259,1.0,0.0,0.0,1.0
1.0,60.69907156133746,1.0,0.0,0.0,0.0
0.0,70.0073330684858,0.0,1.0,1.0,1.0
1.0,62.58280981470395,0.0,0.0,0.0,0.0
0.0,68.87056976966963,0.0,1.0,1.0,1.0
1.0,67.15857219983496,1.0,0.0,0.0,0.0
0.0,42.23998743776031,1.0,1.0,1.0,1.0
1.0,43.97604030354152,0.0,0.0,0.0,0.0
1.0,47.878917654026885,0.0,0.0,0.0,0.0
0.0,67.9121362603414,0.0,1.0,0.0,1.0
0.0,60.077971244215504,0.0,1.0,0.0,1.0
1.0,42.91607650787608,0.0,0.0,0.0,0.0
1.0,56.04380126536159,1.0,0.0,0.0,1.0
0.0,11.690058810830443,0.0,0.0,0.0,0.0
1.0,27.306902883679662,0.0,0.0,1.0,0.0
0.0,60.483365897669984,0.0,1.0,1.0,1.0
0.0,51.79527739452413,0.0,0.0,0.0,0.0
1.0,40.637753026776615,1.0,0.0,0.0,0.0
0.0,61.87033723576914,0.0,1.0,0.0,1.0
1.0,28.104916096094044,0.0,0.0,0.0,0.0
1.0,38.21127376864846,1.0,0.0,0.0,0.0
1.0,56.024598196993296,1.0,0.0,0.0,0.0
0.0,81.26903727085406,0.0,0.0,0.0,0.0
1.0,37.81157855510987,0.0,0.0,0.0,0.0
0.0,85.51712150549777,0.0,1.0,0.0,1.0
0.0,65.46167229221786,0.0,1.0,0.0,1.0
1.0,8.252806177251074,0.0,0.0,0.0,0.0
1.0,41.574406537019996,0.0,1.0,1.0,1.0
0.0,31.261317288374716,0.0,0.0,0.0,0.0
0.0,66.26727316787243,0.0,1.0,1.0,1.0
1.0,33.39278898421459,0.0,1.0,0.0,1.0
0.0,33.79450067727181,1.0,0.0,0.0,0.0
1.0,34.51017216193385,1.0,0.0,0.0,0.0
0.0,76.31151765397837,0.0,0.0,0.0,0.0
0.0,3.3199503635229064,0.0,0.0,0.0,0.0
0.0,35.470064489074794,0.0,0.0,0.0,0.0
0.0,60.78339974494412,1.0,0.0,0.0,0.0
0.0,58.03106404729742,0.0,1.0,0.0,1.0
1.0,62.45454708050842,1.0,0.0,0.0,1.0
0.0,22.97619362026265,1.0,0.0,0.0,0.0
0.0,34.52090672685928,0.0,0.0,0.0,0.0
1.0,87.86493753341472,0.0,0.0,0.0,0.0
1.0,54.48885937593512,0.0,0.0,0.0,0.0
0.0,76.0268113782342,0.0,1.0,0.0,1.0
1.0,26.199703065880282,1.0,0.0,0.0,0.0
0.0,65.9624547788493,0.0,0.0,0.0,0.0
1.0,32.6992794022147,1.0,0.0,0.0,1.0
1.0,36.64333031926482,0.0,0.0,0.0,0.0
0.0,73.02913810625745,0.0,0.0,1.0,0.0
0.0,38.15849877836591,1.0,0.0,0.0,0.0
1.0,82.14221182656917,0.0,0.0,0.0,0.0
1.0,40.091061756795185,0.0,1.0,0.0,1.0
1.0,63.36788850495722,1.0,0.0,0.0,0.0
1.0,58.32329152386604,1.0,0.0,0.0,0.0
1.0,44.753197691311485,0.0,0.0,0.0,0.0
1.0,-12.651838613835842,0.0,0.0,0.0,0.0
0.0,37.14413591571327,0.0,0.0,0.0,0.0
0.0,53.87201363063375,1.0,1.0,1.0,0.0
1.0,56.22181926803091,0.0,0.0,1.0,0.0
1.0,79.27477605628737,1.0,0.0,0.0,1.0
1.0,74.05348876616907,1.0,0.0,0.0,0.0
1.0,42.92291866570615,0.0,0.0,0.0,0.0
0.0,68.80601351815876,0.0,1.0,0.0,1.0
0.0,49.1690269818142,0.0,1.0,0.0,1.0
0.0,41.0946962742072,0.0,1.0,0.0,1.0
1.0,57.971654334111804,1.0,0.0,0.0,0.0
1.0,50.27834949308226,0.0,1.0,0.0,1.0
1.0,76.08409368338066,1.0,1.0,1.0,0.0
0.0,79.67103766244772,0.0,1.0,0.0,1.0
1.0,68.87090819168449,1.0,0.0,0.0,0.0
1.0,31.429968547042485,0.0,0.0,0.0,0.0
0.0,71.85327759858858,1.0,0.0,0.0,0.0
1.0,39.1318206832664,0.0,0.0,0.0,0.0
1.0,46.59051568250385,0.0,1.0,0.0,1.0
1.0,58.3783684576759,1.0,0.0,0.0,0.0
1.0,71.25811576398445,0.0,0.0,0.0,0.0
1.0,29.658812573145916,0.0,0.0,0.0,0.0
0.0,80.60564501303313,0.0,1.0,1.0,1.0
1.0,71.17861087369286,1.0,0.0,0.0,0.0
1.0,27.332074512863084,0.0,0.0,0.0,0.0
0.0,64.20423156290579,0.0,1.0,0.0,1.0
1.0,85.68643423553617,1.0,0.0,0.0,0.0
0.0,57.03875276004046,0.0,0.0,0.0,0.0
0.0,39.01309691898743,1.0,0.0,0.0,1.0
1.0,56.45267097163172,0.0,0.0,0.0,0.0
0.0,16.557748019970298,1.0,1.0,1.0,0.0
0.0,46.813261701703354,0.0,1.0,0.0,1.0
0.0,41.91896117738929,1.0,0.0,0.0,0.0
0.0,49.64508474725679,0.0,0.0,0.0,0.0
1.0,68.90320284687063,1.0,0.0,0.0,0.0
0.0,29.683505166259742,1.0,0.0,0.0,0.0
0.0,70.0603564826333,0.0,0.0,1.0,0.0
0.0,26.859533675647977,0.0,0.0,0.0,0.0
0.0,76.97050789395814,0.0,1.0,1.0,1.0
0.0,39.7074352106805,1.0,0.0,0.0,0.0
1.0,48.53973343642004,0.0,0.0,0.0,0.0
0.0,38.973100254697314,0.0,0.0,0.0,0.0
1.0,48.591185481288655,0.0,0.0,0.0,0.0
1.0,51.928264562964266,0.0,0.0,0.0,0.0
0.0,55.92913875817247,0.0,1.0,0.0,1.0
1.0,77.38487854938955,0.0,0.0,0.0,0.0
0.0,32.510905298023914,0.0,1.0,0.0,1.0
0.0,69.37468459553395,0.0,1.0,0.0,1.0
1.0,61.38609165670154,0.0,0.0,0.0,0.0
0.0,47.03737803235433,1.0,0.0,0.0,0.0
1.0,60.25156213694157,0.0,0.0,0.0,0.0
1.0,50.72410727368513,1.0,0.0,0.0,0.0
0.0,60.10079632420833,0.0,1.0,0.0,1.0
0.0,56.501184978763696,0.0,1.0,1.0,1.0
0.0,39.20300988856316,1.0,0.0,0.0,1.0
0.0,45.39625122761971,0.0,0.0,0.0,0.0
0.0,49.685291662912476,0.0,1.0,0.0,1.0
1.0,78.53874676954908,1.0,0.0,0.0,0.0
1.0,50.699466417640934,0.0,0.0,0.0,0.0
1.0,44.280571576124444,1.0,0.0,0.0,1.0
1.0,56.49725194867265,1.0,0.0,0.0,0.0
1.0,53.2208624563351,0.0,1.0,1.0,1.0
0.0,44.05729633808618,1.0,0.0,0.0,0.0
0.0,20.46917293555968,0.0,0.0,0.0,0.0
0.0,23.421176804175797,1.0,1.0,1.0,0.0
1.0,73.67812002834455,0.0,0.0,0.0,0.0
1.0,75.48378177443787,1.0,0.0,0.0,0.0
0.0,70.17574094459363,0.0,1.0,0.0,1.0
0.0,43.36137894707181,0.0,1.0,0.0,1.0
1.0,99.2960631566043,1.0,0.0,0.0,0.0
0.0,62.67751274184561,0.0,1.0,0.0,1.0
1.0,43.8402047144899,0.0,0.0,1.0,0.0
0.0,54.22533496113947,0.0,0.0,0.0,0.0
0.0,38.2509167245388,0.0,0.0,0.0,0.0
